	file	label	text
0	Audit (1).java	audit	package org jfolder security audit base project specific security audit query protected security audit query security audit helper string security audit separator string security audit type start string security audit type end string security audit type name value junction big decimal initial id new big decimal big decimal stadard custom code new big decimal string system workflow engine workflow engine string system web application web application string system command line command line string category deployment deployment string category transport transport string category general general string category execution execution string category database access database access string sub category application application security audit helper string severity level information information string severity level warning warning string severity level error error big decimal severity code information big decimal severity code warning new big decimal big decimal severity code error new big decimal array list get common category types array list get common source types array list get severity levels array list get severity codes as strings big decimal convert severity level to number string sl string convert number to severity level big decimal sl hash map convert string to audit type string value string convert audit type to string hash map value validate type security audit set array list ids null array list audits null security audit set security audit set new instance add security audit big decimal id security audit sa get security audit count security audit get security audit index big decimal get id index simple security audit extends base security audit user identity audit user null audit code string audit comment null string audit status null audit timestamp boolean initialized false boolean audit fault present false string audit fault message null string audit fault source null boolean audit fault present false user identity audit user identity null big decimal audit sequence number null string audit machine of origin null string audit date time null string audit severity level null hash map audit category type null hash map audit source type null string audit server version null big decimal audit custom code null hash map audit custom category type null hash map audit custom source type null string audit custom message null boolean audit opened false protected simple security audit protected simple security audit user identity ui big decimal seq num simple security audit new instance protected simple security audit security audit sa boolean audit user identity present user identity get audit user identity big decimal get audit sequence number string get audit machine of origin string get audit date time string get audit severity level hash map get audit category type hash map get audit source type string get audit server version big decimal get audit custom code hash map get audit custom category type hash map get audit custom source type string get audit custom message boolean audit opened protected set audit user identity user identity ui protected set audit sequence number big decimal seq num protected set audit machine of origin string machine of orig protected set audit date time string date time protected set audit severity level string severity level
1	Audit (10).java	audit	namespace cc net config components wizards summary provides easy way configure auditing summary partial security xml auditing wizard page wizard page region constructors summary initialises new instance see cref security auditing wizard page summary security xml auditing wizard page summary initialiases new instance see cref security auditing wizard page links previous page summary param name previous page param security xml auditing wizard page wizard page previous page endregion region private methods region auditing allowing checked changed summary sets state rest settings summary param name sender param param name e param auditing allowing checked changed object sender event args e endregion endregion namespace cc net config ui wizards partial xml auditing configuration summary required designer variable summary system component model i container components null summary clean resources used summary param name disposing true managed resources disposed otherwise false param protected dispose bool disposing region component designer generated code summary required method designer support modify contents method code editor summary initialize component endregion system windows forms group box xml settings system windows forms check box audit failed system windows forms check box audit successful system windows forms check box use xml auditing namespace cc net config ui wizards summary custom configuration settings xml auditing summary partial xml auditing configuration user control region constructors summary initialise new instance see cref xml auditing configuration summary xml auditing configuration endregion region public methods region generate config summary generates configuration summary returns the new configuration returns virtual file xml logger generate config endregion region generate description summary generates configuration summary returns the new configuration returns virtual generate description endregion endregion region private methods region use xml auditing checked changed summary change enabled status settings summary param name sender param param name e param use xml auditing checked changed object sender event args e endregion endregion namespace cc net config components wizards partial security xml auditing wizard page summary required designer variable summary system component model i container components null summary clean resources used summary param name disposing true managed resources disposed otherwise false param protected dispose bool disposing region component designer generated code summary required method designer support modify contents method code editor summary initialize component endregion system windows forms check box auditing allowing system windows forms group box audit properties system windows forms label label system windows forms check box default reader system windows forms check box log failure system windows forms check box log success system windows forms button log location button system windows forms text box log location on check changed object sender event args e endregion endregion
2	Audit (11).java	audit	oa form auditing extends oa form edit domain audit util audit action get last audit auditable auditable audit post advisor extends common advisor boolean supports object target protected post remove object obj
3	Audit (12).java	audit	joe audette added handler application begin request db error raised pageid exist siteid joe audette added log net error logging ja added virtual path provider added windows auth support haluk eryuksel joe audette added mojo setup joe audette added tracking user activity time application end request added tracking session count added upgrade check error handling added rethrow unhandled error refactor usercount increment swap principal authenticate request removed upgrade logic done setup default aspx added option force specific culture cleanup use config settings keepalivetask settings added logic net enable memory excepton monitoring using system using system collections generic using system configuration using system globalization using system io net using system runtime exception services endif using system security using system security cryptography using system threading using system web using system web hosting using system web profile using system web routing using system web security using log net using log net config using mojo portal business using mojo portal business web helpers using mojo portal web framework using mojo portal web routing using mojo portal web security using resources assembly log net config xml configurator config file log net config watch true namespace mojo portal web global http application readonly i log log log manager get logger typeof global protected application start object sender event args e net endif net endif protected application end object sender event args e log is info enabled log info global asax cs application end protected application end request object sender event args e net endif protected application authenticate request object sender event args e protected application authorize request object sender event args e log is debug enabled log debug global asax cs application authorize request protected session start object sender event args e log is debug enabled log debug global asax cs session start protected session end object sender event args e
4	Audit (13).java	audit	table registered users system currently password fields salt full name exposed user p the table contains sets credentials ul li local username digest auth password li li local username basic auth password basic auth salt li li openid email li ul p the format local username less characters the format openid email must form mailto uid domain name less characters p the local username credential used odk collect communications configure server use either digest basic auth note basic auth credentials used forms based auth the openid email used openid authentications p records table never deleted instead marked is removed true this allows audit tracking back username once marked is removed row never reinstated the superuser must create new row user registered users table extends common fields base log logger log factory get log registered users table prefix identifies user id user ids form uid username yyyy m mdd th hmm ss string uid prefix uid string table name registered users data field local username new data field data field openid email new data field data field full name new data field data field basic auth password new data field data field basic auth salt new data field data field digest auth password new data field data field is removed new data field construct relation prototype only called via link assert relation datastore user param schema name protected registered users table string schema name construct empty entity only called via link get empty row user param ref param user protected registered users table registered users table ref user user only called within persistence layer override common fields base get empty row user user query create query datastore ds string logging context tag user user throws odk datastore exception apply natural ordering query q calling context cc throws odk datastore exception string get username set username string value string get email set email string value string get full name set full name string value string get display name string get basic auth password set basic auth password string value string get basic auth salt set basic auth salt string value string get digest auth password set digest auth password string value boolean get is removed set is removed boolean value registered users table relation null this table deletions policy represented is removed flag depending upon semantics usage return values filtered value flag retrieve active users system param datastore param user return throws odk datastore exception synchronized registered users table assert relation datastore datastore user user throws odk datastore exception this retrieves given user record note user may deleted system indicated is removed true param uri param datastore param user return throws odk datastore exception registered users table get user by uri string uri datastore datastore user user throws odk datastore exception string generate unique uri string username string email used bowels security layer others call get user by username returns null exactly one record specified username param username param datastore param user return throws odk datastore exception registered users table get unique user by username string username datastore datastore user user throws odk datastore
5	Audit (14).java	audit	partial admin group view system web ui page id string redirect page home aspx security module security login user info user info protected page load object sender event args e load data protected btn edit click object sender event args e protected btn delete click object sender event args e protected btn cancel click object sender event args e
6	Audit (15).java	audit	this utility contains methods related external security authentication authorization external security utils boolean external authorization boolean external authentication boolean principal authentication this method returns true external authorization active authorization configuration determines whether authorization internal e using user data stored audit trail external e using user data provided configured synchronization provider boolean external authorization this method returns true external authentication active authentication configuration determines whether authentication internal e authentication done internally means engine authenticates audit trail synchronization provider depending authorization configuration principal e authentication done externally using j ee principals jaas e authentication done externally using jaas boolean external authentication this method returns true external authentication type j ee principal used this requires following entry carnot properties file security authentication mode principal boolean principal authentication
7	Audit (16).java	audit	ublic partial admin audits system web ui page region events string redirect page home aspx security module security login user info user info protected page load object sender event args e protected btn search click object sender event args e protected btn search click object sender event args e protected lbt start click object sender event args e protected lbt previous click object sender event args e protected lbt next click object sender event args e protected lbt end click object sender event args e protected gv audit row data bound object sender grid view row event args e protected gv audit sorting object sender grid view sort event args e protected sql data source selected object sender sql data source status event args e protected btn export click object sender event args e protected btn export all click object sender event args e endregion region user defined functions protected bind grid protected show row info protected set pager btn bool bl previous bool bl next protected restore criteria date protected set pager endregion
8	Audit (17).java	audit	partial admin audit view system web ui page sql connection conn new sql connection system web configuration web configuration manager connection strings psd connection string to string int audit id string redirect page home aspx security module security login user info user info protected page load object sender event args e protected btn cancel click object sender event args e
9	Audit (18).java	audit	this login module authenticates users directly users managed carnot audit trail database p if user successfully authenticates code default principal code login user username added subject audit trail login service implements external login provider logger trace log manager string account string password user bean user default value number login retries default max login retries default value login invalidation time minutes default login invalidation time invalidation time maximum number login retries external login result login string id string password map properties string get realm qualified user id string account map properties
