	file	label	text
0	Audit (1).java	audit	package org jfolder security audit base project specific security audit query protected security audit query security audit helper string security audit separator string security audit type start string security audit type end string security audit type name value junction big decimal initial id new big decimal big decimal stadard custom code new big decimal string system workflow engine workflow engine string system web application web application string system command line command line string category deployment deployment string category transport transport string category general general string category execution execution string category database access database access string sub category application application security audit helper string severity level information information string severity level warning warning string severity level error error big decimal severity code information new big decimal big decimal severity code warning new big decimal big decimal severity code error new big decimal array list get common category types array list value new array list return value array list get common source types array list value new array list return value array list get severity levels array list value new array list value add severity level information value add severity level warning value add severity level error return value array list get severity codes as strings array list value new array list value add severity code information string value add severity code warning string value add severity code error string return value big decimal convert severity level to number string sl big decimal value null sl equals severity level information value severity code information else sl equals severity level warning value severity code warning else sl equals severity level error value severity code error else throw new unexpected system exception severity level sl is unknown return value string convert number to severity level big decimal sl string value null sl compare to severity code information value severity level information else sl compare to severity code warning value severity level warning else sl compare to severity code error value severity level error else throw new unexpected system exception severity level sl is unknown return value hash map convert string to audit type string value hash map value new hash map string orig value value value length value starts with security audit type start value ends with security audit type end end index value index of security audit type end string next part value substring security audit type end length end index value value substring end index security audit type end length junction index next part index of security audit type name value junction junction index string next name next part substring junction index string next value next part substring junction index security audit type name value junction length next name next name upper case value contains key next name validate type next name next value value put next name next value else throw new unexpected system exception name next name value orig value appears else throw new unexpected system exception element next part value orig value contain junction security audit type name value junction else throw new unexpected system exception value value must start security
1	Audit (10).java	audit	namespace cc net config components wizards summary provides easy way configure auditing summary partial security xml auditing wizard page wizard page region constructors summary initialises new instance see cref security auditing wizard page summary security xml auditing wizard page initialize component summary initialiases new instance see cref security auditing wizard page links previous page summary param name previous page param security xml auditing wizard page wizard page previous page base previous page initialize component endregion region private methods region auditing allowing checked changed summary sets state rest settings summary param name sender param param name e param auditing allowing checked changed object sender event args e audit properties enabled auditing allowing checked endregion endregion namespace cc net config ui wizards partial xml auditing configuration summary required designer variable summary system component model i container components null summary clean resources used summary param name disposing true managed resources disposed otherwise false param protected dispose bool disposing disposing components null components dispose base dispose disposing region component designer generated code summary required method designer support modify contents method code editor summary initialize component xml settings new system windows forms group box audit failed new system windows forms check box audit successful new system windows forms check box use xml auditing new system windows forms check box xml settings suspend layout suspend layout xml settings xml settings anchor system windows forms anchor styles system windows forms anchor styles top system windows forms anchor styles bottom system windows forms anchor styles left system windows forms anchor styles right xml settings controls add audit failed xml settings controls add audit successful xml settings enabled false xml settings location new system drawing point xml settings name xml settings xml settings size new system drawing size xml settings tab index xml settings tab stop false audit failed audit failed auto size true audit failed checked true audit failed check state system windows forms check state checked audit failed location new system drawing point audit failed name audit failed audit failed size new system drawing size audit failed tab index audit failed text audit failed events audit failed use visual style back color true audit successful audit successful auto size true audit successful location new system drawing point audit successful name audit successful audit successful size new system drawing size audit successful tab index audit successful text audit successful events audit successful use visual style back color true use xml auditing use xml auditing auto size true use xml auditing location new system drawing point use xml auditing name use xml auditing use xml auditing size new system drawing size use xml auditing tab index use xml auditing text use xml auditing logging use xml auditing use visual style back color true use xml auditing checked changed new system event handler use xml auditing checked changed xml auditing configuration auto scale dimensions new system drawing size f f f auto scale mode system windows forms auto scale mode font controls add use xml auditing controls add xml settings name xml auditing configuration padding new system windows forms padding size new
2	Audit (11).java	audit	oa form auditing extends oa form edit domain string history form common history form oa form auditing set form view history form protected get model map model http servlet request request object command throws exception super get model model request command list history audit util get auditing auditable command model put command history history string get title http servlet request request object command return get text get history super get title request command audit util list get auditing auditable auditable value list info info new value list info info add sort column oa bean util timestamp field column sort desc info add sort column oa bean util version field column sort desc info add filter named param op equals oa class util get persistent class name auditable return oa domain util get references to audit action id identifiable auditable info list get line item auditing auditable auditable auditable line line value list info info class auditable line class line get audit log class info null info new value list info info add sort column oa bean util id field column sort asc info add filter named param source line id op equals base object line get id string info add filter named param parent clazz op equals auditable get audit log class get name return oa domain util get all auditable line class info delete auditing given auditable object delete auditing auditable auditable iterator get auditing auditable iterator next oa domain util remove next delete auditing given auditable object except first last auditing entries delete intermediate auditing auditable auditable throw new illegal argument exception delete intermediate auditing untested list vl get auditing auditable vl size oa domain util remove vl get handle add auditable auditable check type and exists auditable false audit add action add action new audit add action add action set who base object concrete auditable add action set user auth get current user name make copy target object save audit log add action set what base object new audit log object auditable add action oa domain util add add action handle print auditable auditable check type and exists auditable true audit print action print action new audit print action base object concrete auditable null auth get current user name oa domain util add print action handle update auditable auditable check type and exists auditable true audit update action update action new audit update action update action set who base object concrete auditable update action set user auth get current user name create audit log object copy target object update action set what base object new audit log object auditable update action oa domain util add update action handle delete auditable auditable check type and exists auditable true delete auditing auditable check type and exists auditable auditable boolean require saved must base object concrete well auditable auditable instanceof base object concrete throw new illegal argument exception audit util action object auditable must base object concrete require saved version must null ie already saved oa bean util get version auditable null throw new illegal argument exception audit util handle update object
3	Audit (12).java	audit	joe audette added handler application begin request db error raised pageid exist siteid joe audette added log net error logging ja added virtual path provider added windows auth support haluk eryuksel joe audette added mojo setup joe audette added tracking user activity time application end request added tracking session count added upgrade check error handling added rethrow unhandled error refactor usercount increment swap principal authenticate request removed upgrade logic done setup default aspx added option force specific culture cleanup use config settings keepalivetask settings added logic net enable memory excepton monitoring using system using system collections generic using system configuration using system globalization using system io net using system runtime exception services endif using system security using system security cryptography using system threading using system web using system web hosting using system web profile using system web routing using system web security using log net using log net config using mojo portal business using mojo portal business web helpers using mojo portal web framework using mojo portal web routing using mojo portal web security using resources assembly log net config xml configurator config file log net config watch true namespace mojo portal web global http application readonly i log log log manager get logger typeof global bool registered virtual themes false bool registered virtual themes get return registered virtual themes changes everytime app starts token required calling services file service ashx help mitigate xsrf attacks guid file system token guid new guid guid file system token get return file system token changes everytime app starts used rss feed autodiscovery links notredirect feedburner app restart variable change user subscribed begin redirecting feedburner using feedburner guid feed redirect bypass token guid new guid guid feed redirect bypass token get return feed redirect bypass token request exception key request exception key bool app domain monitoring enabled false bool app domain monitoring enabled get return app domain monitoring enabled bool first chance exception monitoring enabled false bool first chance exception monitoring enabled get return first chance exception monitoring enabled protected application start object sender event args e web config settings enable virtual path providers try log info resource application start event message register virtual path provider catch missing method exception ex broken mono implemented log is error enabled log error application start could register virtual path provider missing method mono ex catch security exception se must running full trust log is error enabled log error application start could register virtual path provider error expected running medium trust lower se catch unauthorized access exception ae must running full trust log is error enabled log error application start could register virtual path provider error expected running medium trust lower ae web config settings enable routing register routes route table routes start or resume tasks net app domain monitoring enabled web config settings app domain monitoring enabled first chance exception monitoring enabled web config settings first chance exception monitoring enabled try setup monitoring catch method access exception log info failed setup application monitoring allowed medium trust app domain monitoring enabled false first chance exception monitoring enabled false endif register
4	Audit (13).java	audit	table registered users system currently password fields salt full name exposed user p the table contains sets credentials ul li local username digest auth password li li local username basic auth password basic auth salt li li openid email li ul p the format local username less characters the format openid email must form mailto uid domain name less characters p the local username credential used odk collect communications configure server use either digest basic auth note basic auth credentials used forms based auth the openid email used openid authentications p records table never deleted instead marked is removed true this allows audit tracking back username once marked is removed row never reinstated the superuser must create new row user registered users table extends common fields base log logger log factory get log registered users table prefix identifies user id user ids form uid username yyyy m mdd th hmm ss string uid prefix uid string table name registered users data field local username new data field local username data field data type string true l set indexable index type ordered unique key disregarding removed null data field openid email new data field openid email data field data type string true l set indexable index type ordered unique key disregarding removed null data field full name new data field full name data field data type string true data field basic auth password new data field basic auth password data field data type string true data field basic auth salt new data field basic auth salt data field data type string true l data field digest auth password new data field digest auth password data field data type string true data field is removed new data field is removed data field data type boolean false construct relation prototype only called via link assert relation datastore user param schema name protected registered users table string schema name super schema name table name field list add local username field list add openid email field list add full name field list add basic auth password field list add basic auth salt field list add digest auth password field list add is removed construct empty entity only called via link get empty row user param ref param user protected registered users table registered users table ref user user super ref user only called within persistence layer override common fields base get empty row user user registered users table new registered users table user set is removed false start field false return query create query datastore ds string logging context tag user user throws odk datastore exception query q ds create query registered users table assert relation ds user logging context tag user q add filter is removed filter operation equal false return q apply natural ordering query q calling context cc throws odk datastore exception registered users table prototype registered users table assert relation cc get datastore cc get current user q add sort prototype primary key direction ascending string get username return get string field local username set username string value set string field local username
5	Audit (14).java	audit	partial admin group view system web ui page id string redirect page home aspx security module security login user info user info protected page load object sender event args e session security null response redirect common login page return check for security user info login user info session security security user info get module security group management security null response redirect redirect page else security get view response redirect redirect page security get edit btn edit visible false security get delete button visible false try page is post back master set header user master set header text candidate group view master set breadcrumb img src images white arrow jpg width px height px nbsp active href group list aspx candidate group nbsp img src images white arrow jpg width px height px nbsp view candidate group request query string id string empty request query string id null response redirect group list aspx else id convert to double request query string id to string load data insert audit trail login user info user info login user info session security sql db class insert audit group view user info get name user info get login name view details information group lbl groupname text catch exception ex insert audit trail msg ex message replace login user info user info login user info session security sql db class insert audit group view user info get name user info get login name error msg viewing details information group lbl groupname text lbl errormsg text system cannot load page successfully common message box lbl errormsg text load data string query select group name group desc group where group id id and deleted data set ds new data set ds sql db class execute data set query lbl groupname text ds tables rows group name to string lbl description text ds tables rows group desc to string protected btn edit click object sender event args e response redirect group edit aspx id id protected btn delete click object sender event args e try query check dependency query select cg cand id from candidate group where cg group id id sql db class record exists query lbl errormsg text this group candidates the group cannot deleted common message box lbl errormsg text return query update group set deleted where group id id sql db class execute non query query insert audit trail sql db class insert audit delete group user info get name user info get login name delete group lbl groupname text response write script window location group list aspx script catch exception ex insert audit trail msg ex message replace sql db class insert audit delete group user info get name user info get login name error msg deleting group lbl groupname text lbl errormsg text system cannot delete data database common message box lbl errormsg text protected btn cancel click object sender event args e response redirect group list aspx
6	Audit (15).java	audit	this utility contains methods related external security authentication authorization external security utils boolean external authorization boolean external authentication boolean principal authentication this method returns true external authorization active authorization configuration determines whether authorization internal e using user data stored audit trail external e using user data provided configured synchronization provider boolean external authorization null external authorization user service user service service factory utils get user service null user service external authorization user service internal authorization else external authorization false return external authorization this method returns true external authentication active authentication configuration determines whether authentication internal e authentication done internally means engine authenticates audit trail synchronization provider depending authorization configuration principal e authentication done externally using j ee principals jaas e authentication done externally using jaas boolean external authentication null external authentication user service user service service factory utils get user service null user service external authentication user service internal authentication else external authentication false return external authentication this method returns true external authentication type j ee principal used this requires following entry carnot properties file security authentication mode principal boolean principal authentication null principal authentication principal authentication application context principal login return principal authentication
7	Audit (16).java	audit	ublic partial admin audits system web ui page region events string redirect page home aspx security module security login user info user info protected page load object sender event args e try session security null response redirect common login page return response redirect common login page check for security user info login user info session security security user info get module security audit trail management security null response redirect redirect page else security get view response redirect redirect page security get export btn export visible false page is post back master set header setup master set header text audit trail list master set breadcrumb img src images white arrow jpg width px height px audit trail set gridview row count gv row count sql db class get gv row count to string gv row count trim empty common numeric gv row count gv audit page size parse gv row count gv audit page index gv audit page count set pager btn false false else set pager btn false true bind grid set pager show hide search box div search attributes style display hd search value trim hd search value trim none img search image url images jpg else img search image url images jpg catch exception ex lbl msg text system cannot load page successfully protected btn search click object sender event args e try declare criteria value c value txt by date text trim get criteria field c field hd cri field value date time date time try parse c value hd select cmd value select audit id as id access user access login name access func access date access desc from audit trail where date diff dd access date c value else hd select cmd value select audit id as id access user access login name access func access date access desc from audit trail where access date bind grid gv audit page index set pager btn false true show row info restore criteria date catch exception ex lbl msg text system produced error searching common message box lbl msg text protected btn search click object sender event args e try declare criteria value c value txt by name text trim get criteria field c field hd cri field value for login name field ddl search criteria value trim hd select cmd value select audit id as id access login name access func access desc access date from audit trail where access login name like c value else hd select cmd value select audit id as id access login name access func access desc access date from audit trail where access desc like c value bind grid gv audit page index set pager btn false true show row info catch exception ex lbl msg text system produced error searching common message box lbl msg text protected lbt start click object sender event args e try gv audit page index bind grid show row info show row info setting button set pager btn false true catch exception ex lbl msg text system produced error going start page common message box lbl
8	Audit (17).java	audit	partial admin audit view system web ui page sql connection conn new sql connection system web configuration web configuration manager connection strings psd connection string to string int audit id string redirect page home aspx security module security login user info user info protected page load object sender event args e try session security null response redirect common login page return response redirect common login page login user info user info login user info session security check for security user info login user info session security security user info get module security audit trail management security null response redirect redirect page else security get view response redirect redirect page set master page master set header setup master set header text view audit trail master set breadcrumb img src images white arrow jpg width px height px nbsp active href audits aspx audit trail nbsp img src images white arrow jpg width px height px nbsp view audit id request query string id to string audit id int parse id is post back audit id audit id null string qry select from audit trail where audit id audit id sql command cmd new sql command qry conn conn open sql data reader dr cmd execute reader dr has rows dr read display user name lbl user name text dr access user to string display user s login name lbl login name text dr access login name to string display function accessed lbl func text dr access func to string display full description lbl desc text dr access desc to string display date string accessdate dr access date to string accessdate null accessdate date time convert to date time accessdate string day date to string day to string mm dd yyyy lbl date text day else lbl date text accessdate conn close catch exception except response redirect home aspx protected btn cancel click object sender event args e response redirect audits aspx
9	Audit (18).java	audit	this login module authenticates users directly users managed carnot audit trail database p if user successfully authenticates code default principal code login user username added subject audit trail login service implements external login provider logger trace log manager get logger audit trail login service string account string password user bean user default value number login retries default max login retries default value login invalidation time minutes default login invalidation time invalidation time maximum number login retries external login result login string id string password map properties account id password password maximum number login retries parameters instance get integer security properties maximum login retries property default max login retries invalidation time parameters instance get integer security properties invalidation time property default login invalidation time try password null password length throw new login failed exception bpm runtime error aut hx user password not valid raise get realm qualified user id account properties login failed exception invalid password try parameters params parameters instance try property layer props parameters facade push layer params collections empty map props set property synchronization service prp disable synchronization boolean true string user user bean login utils find login user account properties finally parameters facade pop layer params catch object not found exception e throw new login failed exception bpm runtime error aut hx user password not valid raise get realm qualified user id account properties login failed exception invalid user failed login count user get failed login count login utils user expired user throw login utils create account expired exception user user check password password parameters instance get boolean constants carnot archive audittrail false user set failed login count failed login count maximum number login retries failed login count maximum number login retries invalidation time user set valid to new date else date new valid from new date system current time millis invalidation time user get valid to null user get valid to new valid from user set valid from new date else user set valid from new valid from user set failed login count throw new login failed exception bpm runtime error aut hx user temporarily invalidated raise get realm qualified user id account properties login failed exception maximum number of retries exceeded throw new login failed exception bpm runtime error aut hx user password not valid raise get realm qualified user id account properties login failed exception invalid password parameters instance get boolean constants carnot archive audittrail false login utils login user without timestamp user user set last login time calendar get instance get time security utils update password history user password security utils password expired user security utils user disabled user throw new login failed exception bpm runtime error aut hx user disabled by pw rules raise get realm qualified user id account properties login failed exception disabled user throw new login failed exception bpm runtime error aut hx user id password expired raise get realm qualified user id account properties login failed exception password expired user set failed login count trace debug logged successfully return external login result testify success catch login failed exception e return
